round,loss,auc,f1,sensitivity,specificity,accuracy
0,1.0068157082184768,0.6707538899846592,0.0,0.0,0.9999999999999958,0.375
1,1.1233138021750328,0.8667872014025859,0.7692307692307693,0.9999999999999973,0.0,0.625
2,2.9051437557541364,0.7656311637080867,0.7692307692307693,0.9999999999999973,0.0,0.625
3,1.8714945534354626,0.9081908831908831,0.7707509881422925,0.9999999999999973,0.008547008547008511,0.6282051282051282
