epoch,train_loss,val_loss,auc,f1,sensitivity,specificity,balanced_accuracy,accuracy,tp,tn,fp,fn,threshold
1,1.0007942989468575,0.9187204837799072,0.45,0.631578947368421,0.59999999999994,0.4999999999999167,0.5499999999999283,0.5625,6.0,3.0,3.0,4.0,0.3500000000000001
