round,loss,val_loss,val_auc,val_balanced_accuracy,val_specificity,auc,f1,sensitivity,specificity,balanced_accuracy,accuracy,tp,tn,fp,fn,threshold
0,0.8542271733283997,0.672817873954773,0.3296703296703296,0.49999999999996153,0.9999999999999231,0.40625,0.0,0.0,0.999999999999875,0.4999999999999375,0.4,0.0,8.0,0.0,12.0,0.40000000000000013
1,0.6613000869750977,0.6686330676078797,0.6703296703296703,0.565934065934013,0.8461538461537811,0.8229166666666667,0.631578947368421,0.4999999999999583,0.8749999999998906,0.6874999999999245,0.65,6.0,7.0,1.0,6.0,0.5000000000000001
