round,loss,val_loss,threshold,selected_calibration_method,selection_score,val_auc,val_pr_auc,val_balanced_accuracy,val_specificity,val_recall,val_ece,auc,pr_auc,accuracy,balanced_accuracy,precision,recall,specificity,f1,ece,brier_score,expected_cost,tp,tn,fp,fn
0.0,0.7051109790802002,0.9108930587768554,0.4,isotonic,0.5329670329669872,0.5659340659340659,0.3872180451127819,0.5329670329669872,0.9230769230768521,0.14285714285714285,5e-14,0.3125,0.6,0.25,0.3124999999999609,0.0,0.0,0.6249999999999218,0.0,0.375,0.31985294117647056,3.15,0.0,5.0,3.0,12.0
1.0,0.7403536438941956,0.6880470275878906,0.3,isotonic,0.5879120879120192,0.6263736263736264,0.4809523809523809,0.5879120879120192,0.46153846153842604,0.7142857142857143,4.999889391399393e-14,0.4375,0.5727272727272728,0.45,0.4374999999999557,0.5454545454545454,0.5,0.37499999999995315,0.5217391304347826,0.2875,0.3326704545454546,1.75,6.0,3.0,5.0,6.0
