round,loss,val_loss,threshold,selected_calibration_method,selection_score,val_auc,val_pr_auc,val_balanced_accuracy,val_specificity,val_recall,val_ece,auc,pr_auc,accuracy,balanced_accuracy,precision,recall,specificity,f1,ece,brier_score,expected_cost,tp,tn,fp,fn
0.0,0.9864710932358717,0.8455135822296143,0.01,isotonic,0.7499999999999063,0.8671875,0.8333333333333334,0.7499999999999063,0.4999999999999375,1.0,4.374958521774772e-13,0.7076977865439404,0.7708578715738867,0.6458333333333334,0.54145299145299,0.6459412780656304,0.958974358974359,0.12393162393162341,0.7719298245614035,0.1450065389132893,0.22903696531629153,0.4567307692307692,374.0,29.0,205.0,16.0
1.0,0.5855431457360586,0.6828124523162842,0.34,isotonic,0.7499999999999063,0.8203125,0.7644230769230769,0.7499999999999063,0.6249999999999218,0.875,3.124972347849848e-13,0.8754383081306158,0.8909531701003586,0.8317307692307693,0.8329059829059801,0.8947368421052632,0.8282051282051283,0.8376068376068341,0.8601864181091877,0.17226301183469164,0.15556583585214329,0.5977564102564102,323.0,196.0,38.0,67.0
2.0,0.7081922164712197,1.0190579891204834,0.01,isotonic,0.7499999999999063,0.78125,0.7083333333333333,0.7499999999999063,0.4999999999999375,1.0,3.125749452254354e-13,0.781760902914749,0.7994667763976359,0.7948717948717948,0.7487179487179463,0.7811158798283262,0.9333333333333333,0.5641025641025617,0.8504672897196262,0.15063346340515868,0.18154703586172047,0.3717948717948718,364.0,132.0,102.0,26.0
3.0,0.6662469966671406,0.8448951840400696,0.01,isotonic,0.7499999999999063,0.875,0.8333333333333333,0.7499999999999063,0.4999999999999375,1.0,4.999944695699696e-13,0.8658229235152312,0.8737955539363305,0.7644230769230769,0.690170940170938,0.7305502846299811,0.9871794871794872,0.3931623931623915,0.8396946564885496,0.10528442457208227,0.1426133302460395,0.2676282051282051,385.0,92.0,142.0,5.0
