epoch,train_loss,val_loss,threshold,selected_threshold,selected_calibration_method,selection_score,val_selected_auc,val_selected_pr_auc,val_selected_accuracy,val_selected_balanced_accuracy,val_selected_precision,val_selected_recall,val_selected_sensitivity,val_selected_specificity,val_selected_f1,val_selected_brier_score,val_selected_ece,val_selected_log_loss,val_selected_false_positive_rate,val_selected_false_negative_rate,val_selected_expected_cost,val_selected_total_cost,val_selected_prevalence,val_selected_tp,val_selected_tn,val_selected_fp,val_selected_fn,val_selected_threshold,val_raw_0_5_auc,val_raw_0_5_pr_auc,val_raw_0_5_accuracy,val_raw_0_5_balanced_accuracy,val_raw_0_5_precision,val_raw_0_5_recall,val_raw_0_5_sensitivity,val_raw_0_5_specificity,val_raw_0_5_f1,val_raw_0_5_brier_score,val_raw_0_5_ece,val_raw_0_5_log_loss,val_raw_0_5_false_positive_rate,val_raw_0_5_false_negative_rate,val_raw_0_5_expected_cost,val_raw_0_5_total_cost,val_raw_0_5_prevalence,val_raw_0_5_tp,val_raw_0_5_tn,val_raw_0_5_fp,val_raw_0_5_fn,val_raw_0_5_threshold,auc,pr_auc,accuracy,balanced_accuracy,precision,recall,specificity,f1,ece,brier_score,expected_cost
1.0,0.46837106719613075,0.7138583660125732,0.6,0.6,isotonic,0.5999999999999067,0.6166666666666667,0.7124999999999999,0.5,0.5999999999999067,1.0,0.2,0.19999999999998,0.9999999999998334,0.3333333333333333,0.21354166666666669,1.249972347849848e-13,0.5960383470637625,0.0,0.79999999999992,2.5,40.0,0.625,2.0,6.0,0.0,8.0,0.6,0.3833333333333333,0.6567585192585192,0.5625,0.449999999999955,0.6,0.9,0.89999999999991,0.0,0.72,0.25944133898067695,0.1860822942107916,0.7138584280846427,0.9999999999998334,0.09999999999999,0.6875,11.0,0.625,9.0,0.0,6.0,1.0,0.5,0.6166666666666667,0.7124999999999999,0.5,0.5999999999999067,1.0,0.2,0.9999999999998334,0.3333333333333333,1.249972347849848e-13,0.21354166666666669,2.5
